id,repo,entity_type,capability_bucket,connection_strength,n_msgs,n_unique_speakers,difficulty
deeplearning4j_2015-07-09_commit_ce99797bad98eaf7f563ac3ae39e58144df574f1,deeplearning4j/deeplearning4j,commit,C7,3,141,4,hard
deeplearning4j_2015-07-16_issue_429,deeplearning4j/deeplearning4j,issue,C5,3,6,2,easy_loose
deeplearning4j_2015-07-24_commit_6c61b97d06,deeplearning4j/deeplearning4j,commit,C7,2,19,3,hard
gulp_2015-05-17_issue_5,teambition/merge2,issue,C4,2,31,3,easy_loose
gulp_2015-09-10_issue_889,gulpjs/gulp,issue,C2,2,7,2,hard
gulp_2016-02-11_issue_918,gulpjs/gulp,issue,C1,3,30,6,hard
gulp_2016-04-20_issue_1604,gulpjs/gulp,issue,C5,3,16,3,hard
gulp_2016-08-22_issue_368,postcss/autoprefixer,issue,C6,2,87,3,hard
gulp_2016-09-13_issue_55,sindresorhus/gulp-autoprefixer,issue,C5,3,39,2,hard
gulp_2016-10-03_commit_7676dcde99a320553091ff2db4899668adb3ca54,assembl/assembl,commit,C7,3,20,4,hard
gulp_2016-10-31_issue_80,sindresorhus/gulp-zip,issue,C5,3,9,2,easy_loose
gulp_2018-01-26_commit_eaa9b8ff54cf6436326080fa2299062403767e1b,firetix/gulp-image-optimization,commit,C7,3,33,2,hard
gulp_2018-03-04_commit_d3fdff17810f757056503b0f81a8c06f3fa9dc60,kevva/gulp-decompress,commit,C7,3,25,2,hard
gulp_2018-03-27_issue_70,lazd/gulp-replace,issue,C5,3,6,2,hard
material-design-lite_2015-08-19_issue_1422,google/material-design-lite,issue,C1,3,128,10,easy_loose
material-design-lite_2015-08-20_pr_1374,google/material-design-lite,pr,C2,3,25,5,easy_loose
material-design-lite_2015-08-27_commit_3d9b5dde54929c13c926f568a8a27531cfad32db,google/material-design-lite,commit,C7,3,5,2,hard
material-design-lite_2015-08-28_pr_1496,google/material-design-lite,pr,C2,3,11,3,easy_loose
material-design-lite_2016-02-01_issue_854,google/material-design-lite,issue,C1,3,25,7,hard
material-design-lite_2016-02-02_issue_1352,google/material-design-lite,issue,C2,3,9,2,hard
material-design-lite_2016-03-31_issue_1253,google/material-design-lite,issue,C2,3,30,3,hard
material-design-lite_2016-04-27_issue_4264,google/material-design-lite,issue,C1,2,8,4,easy_loose
material-design-lite_2016-05-14_pr_4351,google/material-design-lite,pr,C2,2,3,2,easy_medium
material-design-lite_2016-06-30_issue_913,google/material-design-lite,issue,C5,3,12,3,hard
material-design-lite_2016-07-12_issue_4505,google/material-design-lite,issue,C1,2,35,4,easy_loose
material-design-lite_2016-09-23_pr_4782,google/material-design-lite,pr,C1,3,32,6,easy_strong
material-design-lite_2016-12-21_pr_140,material-components/material-components-web,pr,C6,2,3,2,easy_strong
meteor_2014-12-17_issue_5,meteorcommunity/discussions,issue,C5,3,3,3,easy_loose
meteor_2015-01-26_issue_3558,meteor/meteor,issue,C2,3,12,2,easy_strong
meteor_2015-10-19_issue_5275,meteor/meteor,issue,C5,3,58,7,easy_loose
meteor_2015-11-02_issue_5587,meteor/meteor,issue,C2,3,7,2,easy_loose
meteor_2015-11-06_artifact_5622,meteor/meteor,pr,C2,3,13,5,easy_strong
meteor_2015-11-13_issue_5219,meteor/meteor,issue,C2,2,5,3,hard
meteor_2015-12-16_issue_27,aslagle/reactive-table,issue,C2,2,35,3,hard
meteor_2015-12-30_issue_5763,meteor/meteor,issue,C2,3,6,2,easy_loose
meteor_2016-02-19_commit_b292ba8028b19999a63e84d48fb2ca15d1e30110,meteor/simple-todos,commit,C7,3,44,3,hard
meteor_2016-03-04_issue_2,serviewcare/meteor-wkwebview,issue,C4,3,51,2,hard
meteor_2016-03-04_issue_6266,meteor/meteor,issue,C1,2,132,5,hard
meteor_2016-04-18_issue_5124,meteor/meteor,issue,C1,3,15,4,hard
meteor_2016-04-21_issue_45,meteor/tutorials,issue,C4,3,12,3,easy_loose
meteor_2016-05-18_commit_f5821c88eee587706eb8107f74de2f60c267807f,meteor/meteor,commit,C7,3,28,3,hard
meteor_2016-08-03_issue_4986,meteor/meteor,issue,C4,2,37,5,hard
meteor_2016-08-25_issue_56,meteor/validated-method,issue,C4,3,9,2,hard
meteor_2016-10-07_issue_7688,meteor/meteor,issue,C4,2,4,2,hard
meteor_2017-02-09_artifact_4760,meteor/meteor,issue,C4,2,16,4,hard
meteor_2017-12-14_pr_9382,meteor/meteor,pr,C2,2,7,2,easy_loose
meteor_2018-09-07_pr_9596,meteor/meteor,pr,C2,3,22,2,hard
meteor_2019-03-04_issue_4787,reactioncommerce/reaction,issue,C5,3,9,3,hard
open-event-attendee-android_2016-08-19_commit_d7700502561c06088eb5ded328f43dfa5f6a83ae,fossasia/open-event,commit,C7,3,33,3,hard
open-event-attendee-android_2016-08-19_commit_f499be48d9a5cc2337517806510ad7919ee02fca,fossasia/open-event,commit,C7,3,43,3,hard
open-event-attendee-android_2017-07-17_issue_14,wilm0r/giggity,issue,C4,2,25,4,easy_loose
open-event-attendee-android_2018-11-01_artifact_641,fossasia/open-event-attendee-android,pr,C6,2,3,2,easy_loose
open-event-attendee-android_2019-03-11_artifact_1271,fossasia/open-event-attendee-android,pr,C4,2,18,5,easy_loose
open-event-attendee-android_2019-06-07_pr_1900,fossasia/open-event-attendee-android,pr,C3,3,17,3,easy_medium
open-event-attendee-android_2019-07-27_commit_276e6173535fb9c9d3385b2695d87d1b9eabb30b,fossasia/open-event-organizer-android,commit,C7,3,8,2,hard
open-event-attendee-android_2019-07-27_pr_2199,fossasia/open-event-attendee-android,pr,C3,3,6,2,easy_strong
open-event-attendee-android_2019-07-29_pr_2206,fossasia/open-event-attendee-android,pr,C6,2,6,2,easy_strong
open-event-attendee-android_2019-08-18_issue_2282,fossasia/open-event-attendee-android,issue,C3,3,5,2,easy_medium
open-event-attendee-android_2019-08-18_pr_2283,fossasia/open-event-attendee-android,pr,C4,3,5,2,easy_strong
open-event-attendee-android_2019-08-27_pr_2316,fossasia/open-event-attendee-android,pr,C1,3,16,4,easy_strong
open-event-attendee-android_2019-10-03_pr_2374,fossasia/open-event-attendee-android,pr,C6,2,21,2,easy_strong
react-starter-kit_2015-02-08_pr_21,kriasoft/react-starter-kit,pr,C6,2,8,2,hard
react-starter-kit_2015-08-12_pr_106,kriasoft/react-starter-kit,pr,C6,2,6,3,easy_loose
react-starter-kit_2015-08-29_commit_dc046ae33c18b0072348375b0077d2c81229f08c,kriasoft/react-starter-kit,commit,C7,3,8,2,hard
react-starter-kit_2015-09-16_issue_22,kriasoft/react-starter-kit,issue,C6,2,11,2,hard
react-starter-kit_2015-10-27_pr_296,kriasoft/react-starter-kit,pr,C6,2,5,3,easy_loose
react-starter-kit_2015-11-24_issue_136,facebook/relay,issue,C4,3,9,4,hard
react-starter-kit_2015-12-19_issue_2686,facebook/react,issue,C4,2,21,2,hard
react-starter-kit_2015-12-22_issue_202,kriasoft/react-starter-kit,issue,C5,3,9,3,hard
react-starter-kit_2016-01-11_artifact_385,kriasoft/react-starter-kit,issue,C5,3,4,2,easy_loose
react-starter-kit_2016-01-19_commit_1b030574f9932825a647a1828b54e1e6b9540544,kriasoft/react-starter-kit,commit,C7,3,19,2,hard
react-starter-kit_2016-02-04_issue_2429,facebook/react,issue,C5,3,3,3,hard
react-starter-kit_2016-02-26_issue_447,kriasoft/react-starter-kit,issue,C6,2,5,2,easy_loose
react-starter-kit_2016-02-26_pr_440,kriasoft/react-starter-kit,pr,C6,2,5,2,easy_loose
react-starter-kit_2016-03-08_issue_93,kriasoft/react-starter-kit,issue,C4,2,8,3,hard
react-starter-kit_2016-03-08_pr_403,kriasoft/react-starter-kit,pr,C4,2,7,2,hard
react-starter-kit_2016-03-10_commit_6cc0f770381f6bcca7f1466f0924d5ba02693a16,kriasoft/react-starter-kit,commit,C7,2,16,2,hard
react-starter-kit_2016-04-12_commit_f2340bb430c354c89a58f47401d2f316cfb77597,kriasoft/react-starter-kit,commit,C7,2,9,3,hard
react-starter-kit_2016-04-20_pr_240,gaearon/react-hot-loader,pr,C2,3,7,2,easy_loose
react-starter-kit_2016-04-27_pr_627,kriasoft/react-starter-kit,pr,C2,2,3,3,easy_loose
react-starter-kit_2016-05-05_artifact_639,kriasoft/react-starter-kit,issue,C6,2,12,3,easy_loose
react-starter-kit_2016-05-06_issue_542,kriasoft/react-starter-kit,issue,C6,2,5,3,hard
react-starter-kit_2016-05-15_pr_650,kriasoft/react-starter-kit,pr,C2,2,9,2,easy_medium
react-starter-kit_2016-05-18_commit_7b03f0b94381932002dd5642ef26644d159f7de5,kriasoft/react-starter-kit,commit,C7,3,5,4,hard
react-starter-kit_2016-05-19_pr_665,kriasoft/react-starter-kit,pr,C2,2,20,2,easy_strong
react-starter-kit_2016-05-26_issue_670,kriasoft/react-starter-kit,issue,C2,3,15,8,easy_loose
react-starter-kit_2016-06-20_pr_646,kriasoft/react-starter-kit,pr,C2,3,4,2,hard
react-starter-kit_2016-07-04_pr_711,kriasoft/react-starter-kit,pr,C2,3,7,2,easy_loose
react-starter-kit_2016-07-07_pr_711,kriasoft/react-starter-kit,pr,C2,3,27,6,easy_loose
react-starter-kit_2016-07-10_pr_711,kriasoft/react-starter-kit,pr,C2,3,5,3,easy_loose
react-starter-kit_2016-07-12_pr_646,kriasoft/react-starter-kit,pr,C6,2,4,4,hard
react-starter-kit_2016-08-26_issue_476,sahat/satellizer,issue,C6,2,28,2,hard
react-starter-kit_2016-09-09_issue_8,tinganho/express-request-language,issue,C5,3,6,2,easy_loose
react-starter-kit_2016-09-09_issue_841,kriasoft/react-starter-kit,issue,C5,3,6,2,easy_loose
react-starter-kit_2016-10-03_artifact_894,kriasoft/react-starter-kit,pr,C1,2,38,10,easy_loose
react-starter-kit_2016-11-13_artifact_883,kriasoft/react-starter-kit,pr,C4,2,3,2,easy_loose
react-starter-kit_2017-06-14_pr_1295,kriasoft/react-starter-kit,pr,C2,2,29,3,easy_medium
react-starter-kit_2017-09-27_issue_723,kriasoft/react-starter-kit,issue,C4,2,22,2,hard
shuup_2016-09-14_pr_802,shuup/shuup,pr,C2,2,5,2,easy_medium
shuup_2019-08-21_issue_1730,shuup/shuup,issue,C3,3,8,2,hard
