id,repo,entity_type,capability_bucket,connection_strength,n_msgs,n_unique_speakers,difficulty
MonoGame_2018-02-18_issue_5302,monogame/monogame,issue,,3,11,3,
MonoGame_2018-02-21_artifact_5354,monogame/monogame,pr,,3,8,2,
MonoGame_2018-03-02_issue_6196,monogame/monogame,issue,,3,7,3,
MonoGame_2018-03-07_artifact_4997,monogame/monogame,pr,,3,21,4,
MonoGame_2018-03-10_issue_14,watercolor-games/the-peacenet,issue,,3,18,5,
MonoGame_2018-03-18_artifact_6176,monogame/monogame,issue,,3,3,2,
MonoGame_2018-03-18_issue_4934,monogame/monogame,issue,,3,50,4,
MonoGame_2018-04-10_artifact_6277,monogame/monogame,issue,,3,10,3,
MonoGame_2018-04-16_issue_51,imguinet/imgui.net,issue,,3,5,2,
MonoGame_2018-04-28_issue_13,emptykeys/ui_engines,issue,,3,7,2,
MonoGame_2018-06-08_issue_6333,monogame/monogame,issue,,3,4,2,
MonoGame_2018-06-25_issue_196,dotnet/runtime,issue,,3,44,4,
MonoGame_2018-06-27_issue_4805,monogame/monogame,issue,,3,106,5,
MonoGame_2018-06-28_artifact_6350,monogame/monogame,pr,,3,4,3,
MonoGame_2018-07-01_pr_6352,monogame/monogame,pr,,3,4,2,
MonoGame_2018-07-22_pr_6378,monogame/monogame,pr,,3,19,3,
MonoGame_2018-07-26_artifact_6386,monogame/monogame,issue,,3,6,2,
MonoGame_2018-07-29_issue_6393,monogame/monogame,issue,,3,19,3,
MonoGame_2018-08-03_pr_1,jmoral4/monogamemultiplayerdemo,pr,,2,5,3,
MonoGame_2018-11-08_artifact_6530,monogame/monogame,pr,,3,79,4,
MonoGame_2018-11-08_issue_6529,monogame/monogame,issue,,3,64,4,
MonoGame_2018-12-12_artifact_5354,monogame/monogame,pr,,3,9,2,
MonoGame_2018-12-12_issue_2167,monogame/monogame,issue,,3,9,2,
MonoGame_2019-01-26_artifact_5740,monogame/monogame,issue,,3,6,2,
MonoGame_2019-01-26_artifact_6653,monogame/monogame,issue,,3,65,3,
MonoGame_2019-02-15_artifact_6179,monogame/monogame,issue,,3,10,2,
MonoGame_2019-03-05_pr_6677,monogame/monogame,pr,,3,13,2,
MonoGame_2019-04-03_artifact_6694,monogame/monogame,issue,,3,6,2,
MonoGame_2019-05-18_issue_911,monogame/monogame,issue,,3,15,3,
Perfect_2015-11-24_issue_12,perfectlysoft/perfect,issue,,2,9,2,
Perfect_2016-01-11_pr_57,perfectlysoft/perfect,pr,,3,4,2,
Perfect_2016-01-27_artifact_89,perfectlysoft/perfect,issue,,3,5,2,
Perfect_2016-03-09_issue_127,perfectlysoft/perfect,issue,,3,4,2,
Perfect_2016-04-24_commit_5becfb8c71103bf56c323d8145b64384fe042126,ambientlight/perfect,commit,,3,7,3,
Perfect_2016-06-03_pr_1,perfectlysoft/perfect-postgresql,pr,,3,5,2,
Perfect_2016-06-23_commit_948d3c79ff68efda251ad72f6f6ea8ea4f87e38f,iamcam/perfect-net,commit,,2,12,3,
Perfect_2016-06-23_issue_189,perfectlysoft/perfect,issue,,3,12,3,
Perfect_2016-06-29_pr_2,perfectlysoft/perfect-net,pr,,3,11,3,
Perfect_2016-07-27_pr_4,perfectlysoft/perfect-sqlite,pr,,3,6,3,
Perfect_2016-08-01_pr_214,perfectlysoft/perfect,pr,,3,12,4,
Perfect_2016-08-02_pr_597,homebrew/brew,pr,,3,37,3,
Perfect_2016-08-03_issue_4989,cocoapods/cocoapods,issue,,2,58,6,
Perfect_2016-08-05_pr_4031,swiftlang/swift,pr,,3,7,3,
Perfect_2016-08-16_commit_d2bf30d1f0571ab2eacf9c365a251a217a20f07d,perfectlysoft/perfect-copenssl,commit,,3,6,2,
Perfect_2016-08-27_issue_145,kitura/kitura,issue,,2,12,2,
SciKit-Learn_2015-02-06_issue_2507,scikit-learn/scikit-learn,issue,,3,11,2,
SciKit-Learn_2015-02-06_issue_4057,scikit-learn/scikit-learn,pr,,3,43,2,
SciKit-Learn_2015-02-06_pr_4136,scikit-learn/scikit-learn,pr,,3,44,2,
SciKit-Learn_2015-02-25_issue_4294,scikit-learn/scikit-learn,pr,,3,6,2,
SciKit-Learn_2015-02-25_issue_4295,scikit-learn/scikit-learn,pr,,3,14,2,
SciKit-Learn_2015-02-27_issue_1400,scikit-learn/scikit-learn,issue,,3,16,2,
SciKit-Learn_2015-02-27_issue_4121,scikit-learn/scikit-learn,pr,,3,14,2,
SciKit-Learn_2015-02-27_pr_4302,scikit-learn/scikit-learn,pr,,3,38,2,
SciKit-Learn_2015-03-02_issue_4317,scikit-learn/scikit-learn,pr,,3,5,2,
SciKit-Learn_2015-03-03_pr_4326,scikit-learn/scikit-learn,pr,,2,11,2,
SciKit-Learn_2015-03-05_issue_4228,scikit-learn/scikit-learn,pr,,3,30,3,
SciKit-Learn_2015-03-05_issue_4347,scikit-learn/scikit-learn,pr,,3,9,3,
SciKit-Learn_2015-03-06_issue_4228,scikit-learn/scikit-learn,pr,,3,3,2,
SciKit-Learn_2015-03-06_issue_4295,scikit-learn/scikit-learn,pr,,3,3,3,
SciKit-Learn_2015-03-06_pr_4352,scikit-learn/scikit-learn,pr,,3,40,2,
SciKit-Learn_2015-03-07_issue_4358,scikit-learn/scikit-learn,issue,,3,16,2,
SciKit-Learn_2015-03-17_pr_4334,scikit-learn/scikit-learn,pr,,3,14,2,
SciKit-Learn_2015-03-18_pr_4294,scikit-learn/scikit-learn,pr,,3,15,3,
SciKit-Learn_2015-03-19_pr_3464,scikit-learn/scikit-learn,pr,,2,16,2,
SciKit-Learn_2015-03-20_issue_4422,scikit-learn/scikit-learn,pr,,3,9,2,
SciKit-Learn_2015-03-23_pr_4294,scikit-learn/scikit-learn,pr,,3,50,4,
SciKit-Learn_2015-03-24_issue_1626,scikit-learn/scikit-learn,issue,,3,11,2,
SciKit-Learn_2015-03-24_issue_1674,scikit-learn/scikit-learn,issue,,3,11,2,
UIKit_2015-01-04_issue_560,uikit/uikit,issue,,2,8,3,
UIKit_2015-01-07_issue_808,uikit/uikit,issue,,3,14,2,
UIKit_2015-01-08_issue_829,uikit/uikit,issue,,3,3,3,
UIKit_2015-01-22_issue_257,agentejo/cockpit,issue,,2,5,2,
UIKit_2015-02-10_issue_969,uikit/uikit,issue,,3,32,3,
UIKit_2015-02-11_issue_851,uikit/uikit,issue,,3,4,3,
UIKit_2015-02-16_issue_982,uikit/uikit,pr,,3,7,2,
UIKit_2015-02-19_issue_962,uikit/uikit,issue,,3,16,2,
UIKit_2015-02-19_pr_947,uikit/uikit,pr,,2,38,6,
UIKit_2015-02-19_pr_948,uikit/uikit,pr,,3,41,7,
UIKit_2015-02-19_pr_986,uikit/uikit,pr,,3,5,3,
UIKit_2015-02-24_issue_587,uikit/uikit,issue,,3,3,2,
Xenko_2018-08-04_issue_32,stride3d/stride,issue,,3,9,6,
Xenko_2018-08-04_issue_42,stride3d/stride,issue,,3,41,3,
Xenko_2018-08-05_issue_12,stride3d/stride,issue,,2,39,6,
Xenko_2018-08-05_issue_13,stride3d/stride,issue,,2,39,6,
Xenko_2018-08-05_issue_17,stride3d/stride,issue,,3,8,3,
Xenko_2018-08-05_issue_19,stride3d/stride,issue,,3,85,11,
Xenko_2018-08-06_issue_37,stride3d/stride,issue,,3,36,9,
Xenko_2018-08-06_issue_41,stride3d/stride,issue,,2,100,11,
Xenko_2018-08-06_issue_61,stride3d/stride,issue,,3,4,2,
Xenko_2018-08-07_issue_12,stride3d/stride,issue,,3,71,14,
Xenko_2018-08-07_issue_13,stride3d/stride,issue,,3,13,6,
Xenko_2018-08-07_issue_38,stride3d/stride,issue,,3,3,2,
Xenko_2018-08-08_issue_80,stride3d/stride,issue,,3,29,5,
amber_2017-09-18_issue_453,crystal-lang/crystal,issue,,3,35,5,
amber_2017-09-23_pr_30067,rails/rails,pr,,2,11,5,
amber_2017-10-10_pr_263,amberframework/amber,pr,,3,5,2,
amber_2017-10-21_issue_115,will/crystal-pg,issue,,3,6,2,
amber_2017-10-21_pr_315,amberframework/amber,pr,,2,6,3,
amber_2017-10-23_artifact_269,amberframework/amber,issue,,3,9,6,
amber_2017-10-23_issue_14,crystal-lang/shards,issue,,3,13,3,
amber_2017-10-28_pr_335,amberframework/amber,pr,,3,5,4,
amber_2017-10-29_issue_2960,techempower/frameworkbenchmarks,issue,,3,5,2,
amber_2017-10-29_pr_3001,techempower/frameworkbenchmarks,pr,,3,45,5,
amber_2017-11-01_issue_339,amberframework/amber,issue,,3,17,2,
amber_2017-11-01_pr_344,amberframework/amber,pr,,2,8,2,
amber_2017-11-02_pr_349,amberframework/amber,pr,,3,9,2,
amber_2017-11-05_pr_359,amberframework/amber,pr,,3,32,4,
amber_2017-11-08_issue_352,amberframework/amber,issue,,3,40,4,
amber_2017-11-08_issue_5220,crystal-lang/crystal,issue,,3,51,5,
amber_2017-11-09_issue_346,amberframework/amber,issue,,2,3,2,
amber_2017-11-10_issue_7,amberframework/quartz-mailer,issue,,3,15,2,
amber_2017-11-10_pr_371,amberframework/amber,pr,,3,48,4,
amber_2017-11-11_issue_19,samueleaton/sentry,issue,,3,16,4,
amber_2017-11-15_issue_343,amberframework/amber,issue,,3,21,3,
amber_2017-11-16_issue_98,ruby-hyperloop/ruby-hyperloop.io,issue,,3,13,3,
amber_2017-11-28_pr_416,amberframework/amber,pr,,3,8,2,
amber_2017-11-30_issue_20047,homebrew/homebrew-core,issue,,3,62,4,
amber_2017-12-03_issue_352,amberframework/amber,issue,,3,12,3,
amber_2017-12-08_issue_352,amberframework/amber,issue,,3,13,5,
amber_2017-12-14_issue_446,amberframework/amber,issue,,3,36,2,
amber_2017-12-25_artifact_459,amberframework/amber,pr,,2,5,3,
amber_2017-12-25_artifact_462,amberframework/amber,pr,,3,5,3,
amber_2017-12-26_pr_454,amberframework/amber,pr,,3,14,4,
amber_2017-12-31_pr_461,amberframework/amber,pr,,3,20,3,
amber_2018-01-05_issue_478,amberframework/amber,issue,,3,26,3,
amber_2018-01-06_pr_21895,homebrew/homebrew-core,pr,,3,33,2,
amber_2018-01-08_issue_491,amberframework/amber,issue,,3,29,3,
amber_2018-01-09_artifact_295,amberframework/amber,issue,,2,38,3,
amber_2018-01-09_artifact_495,amberframework/amber,pr,,2,3,2,
amber_2018-01-09_pr_495,amberframework/amber,pr,,2,3,2,
amber_2018-01-10_artifact_498,amberframework/amber,issue,,3,21,4,
amber_2018-01-12_pr_457,amberframework/amber,pr,,3,19,3,
amber_2018-01-13_commit_25b249bbdd8883f66fd424ad0d10ba19c2728473,amberframework/homebrew-amber,commit,,2,35,4,
amber_2018-01-13_issue_509,amberframework/amber,issue,,3,15,3,
amber_2018-01-13_pr_508,amberframework/amber,pr,,3,42,3,
amber_2018-01-14_issue_519,amberframework/amber,issue,,3,6,2,
amber_2018-01-14_pr_525,amberframework/amber,pr,,3,5,2,
amber_2018-01-14_pr_529,amberframework/amber,pr,,3,34,2,
amber_2018-01-16_pr_535,amberframework/amber,pr,,3,86,4,
amber_2018-01-17_issue_171,amberframework/amber,issue,,3,9,2,
amber_2018-01-19_commit_bb3d91caa06ca3926fa33151c15a7b52b853045b,amberframework/amber-router,commit,,2,4,2,
amber_2018-01-19_pr_539,amberframework/amber,pr,,3,8,2,
amber_2018-01-19_pr_548,amberframework/amber,pr,,3,40,5,
amber_2018-01-20_issue_26,amberframework/micrate,issue,,3,23,4,
amber_2018-01-20_issue_30,crystal-ameba/ameba,issue,,3,9,2,
amber_2018-01-20_pr_241,veelenga/awesome-crystal,pr,,3,16,3,
amber_2018-01-20_pr_549,amberframework/amber,pr,,3,7,2,
amber_2018-01-21_artifact_560,amberframework/amber,issue,,3,13,4,
amber_2018-01-21_issue_138,crecto/crecto,issue,,3,80,6,
amber_2018-01-21_issue_476,amberframework/amber,issue,,3,32,5,
amber_2018-01-23_artifact_573,amberframework/amber,issue,,3,7,2,
amber_2018-01-23_commit_c202815fe9fb87b74d191c2a54f20a60b9cd2c2a,joshjuncker/amber,commit,,3,18,8,
amber_2018-01-24_issue_157,crystal-lang/shards,issue,,3,40,7,
amber_2018-01-27_issue_585,amberframework/amber,issue,,3,23,3,
amber_2018-01-28_pr_574,amberframework/amber,pr,,3,4,2,
amber_2018-01-30_pr_593,amberframework/amber,pr,,3,13,2,
amber_2018-01-31_issue_580,amberframework/amber,issue,,3,5,2,
amber_2018-02-01_artifact_580,amberframework/amber,issue,,2,13,2,
amber_2018-02-01_issue_2177,crystal-lang/crystal,issue,,3,72,4,
amber_2018-02-01_issue_406,crystal-lang/crystal,issue,,3,69,4,
amber_2018-02-01_issue_4676,crystal-lang/crystal,issue,,3,55,5,
amber_2018-02-01_issue_573,amberframework/amber,issue,,3,13,2,
amber_2018-02-01_pr_563,amberframework/amber,pr,,3,37,2,
amber_2018-03-12_issue_693,amberframework/amber,issue,,3,17,3,
amber_2018-03-16_pr_2988,techempower/frameworkbenchmarks,pr,,2,14,2,
amber_2018-03-17_issue_698,amberframework/amber,issue,,3,8,3,
amber_2018-03-18_pr_274,amberframework/amber,pr,,3,17,2,
amber_2018-03-18_pr_423,elixir-plug/plug,pr,,3,17,2,
amber_2018-03-18_pr_705,amberframework/amber,pr,,3,29,4,
amber_2018-03-21_issue_476,amberframework/amber,issue,,3,5,3,
amber_2018-03-23_pr_709,amberframework/amber,pr,,3,13,2,
amber_2018-03-29_issue_69,crystal-community/crystal-libraries-needed,issue,,3,11,5,
amber_2018-03-29_pr_710,amberframework/amber,pr,,3,3,3,
amber_2018-04-02_issue_5799,crystal-lang/crystal,issue,,3,19,2,
amber_2018-04-04_artifact_728,amberframework/amber,pr,,3,4,3,
amber_2018-04-07_issue_534,amberframework/amber,issue,,3,11,3,
amber_2018-04-09_issue_10,amberframework/garnet-spec,issue,,3,47,7,
amber_2018-04-09_issue_29,amberframework/liquid.cr,issue,,3,49,5,
amber_2018-04-09_issue_688,amberframework/amber,issue,,3,5,4,
amber_2018-04-09_issue_698,amberframework/amber,issue,,2,5,4,
amber_2018-04-09_pr_564,amberframework/amber,pr,,3,6,3,
amber_2018-04-10_issue_29,amberframework/liquid.cr,issue,,3,6,2,
amber_2018-04-11_issue_749,amberframework/amber,issue,,3,16,2,
amber_2018-04-12_issue_750,amberframework/amber,issue,,3,19,5,
amber_2018-04-12_pr_30,amberframework/liquid.cr,pr,,2,4,2,
amber_2018-04-15_pr_132,amberframework/granite,pr,,3,29,7,
amber_2018-04-16_issue_757,amberframework/amber,issue,,3,51,3,
amber_2018-04-17_issue_507,amberframework/amber,issue,,3,19,2,
amber_2018-04-17_pr_181,amberframework/granite,pr,,3,19,4,
amber_2018-04-19_issue_182,amberframework/granite,issue,,2,9,3,
amber_2018-04-20_issue_277,amberframework/amber,issue,,3,22,4,
amber_2018-04-22_pr_740,amberframework/amber,pr,,3,26,2,
amber_2018-04-30_artifact_774,amberframework/amber,pr,,3,6,3,
amber_2018-04-30_pr_775,amberframework/amber,pr,,3,47,3,
amber_2018-05-03_issue_750,amberframework/amber,issue,,3,50,9,
amber_2018-05-05_pr_191,amberframework/granite,pr,,3,5,2,
amber_2018-05-10_issue_197,amberframework/granite,issue,,3,4,3,
amber_2018-05-10_pr_4,amberframework/recipes,pr,,2,9,4,
amber_2018-05-12_pr_783,amberframework/amber,pr,,3,10,3,
amber_2018-05-20_issue_31,amberframework/liquid.cr,issue,,3,6,3,
amber_2018-05-20_issue_60,crystal-lang/crystal-db,issue,,3,5,3,
amber_2018-05-21_issue_806,amberframework/amber,issue,,3,20,4,
amber_2018-05-21_pr_766,amberframework/amber,pr,,3,3,2,
amber_2018-05-22_pr_795,amberframework/amber,pr,,3,15,2,
amber_2018-05-23_issue_6122,crystal-lang/crystal,issue,,3,3,2,
amber_2018-05-25_pr_33,amberframework/micrate,pr,,3,38,3,
amber_2018-05-29_issue_3997,crystal-lang/crystal,issue,,3,7,3,
amber_2018-05-29_issue_5271,crystal-lang/crystal,issue,,2,8,3,
amber_2018-05-31_issue_273,amberframework/amber,issue,,3,35,3,
amber_2018-05-31_issue_2960,techempower/frameworkbenchmarks,issue,,3,35,3,
amber_2018-05-31_issue_5271,crystal-lang/crystal,issue,,3,35,3,
amber_2018-05-31_pr_214,amberframework/granite,pr,,2,25,2,
amber_2018-06-01_issue_5486,crystal-lang/crystal,pr,,2,7,2,
amber_2018-06-02_commit_5706fed2d333b52ae9a1f8419c0dd26ae1255f15,rishavs/diggamber,commit,,3,44,3,
amber_2018-06-07_pr_838,amberframework/amber,pr,,3,7,2,
amber_2018-06-08_pr_839,amberframework/amber,pr,,2,11,4,
amber_2018-06-11_pr_810,amberframework/amber,pr,,3,3,3,
amber_2018-06-15_issue_476,amberframework/amber,issue,,3,18,3,
amber_2018-06-18_artifact_865,amberframework/amber,pr,,3,5,3,
amber_2018-06-18_pr_186,amberframework/granite,pr,,3,7,2,
amber_2018-06-19_pr_4,amberframework/citrine-i18n,pr,,3,13,3,
amber_2018-06-19_pr_857,amberframework/amber,pr,,3,36,5,
amber_2018-06-21_issue_1875,travis-ci/travis-ci,issue,,3,22,4,
amber_2018-06-23_issue_459,kemalcr/kemal,issue,,2,24,3,
amber_2018-06-23_pr_240,amberframework/granite,pr,,3,10,5,
amber_2018-06-23_pr_3884,techempower/frameworkbenchmarks,pr,,3,27,4,
amber_2018-06-24_issue_32,amberframework/recipes,issue,,3,24,2,
amber_2018-06-24_pr_3751,techempower/frameworkbenchmarks,pr,,3,9,2,
amber_2018-06-25_issue_1,crystal-loot/web-framework-comparison,issue,,3,57,7,
amber_2018-06-25_issue_770,amberframework/amber,issue,,3,11,2,
amber_2018-06-25_pr_864,amberframework/amber,pr,,2,11,2,
amber_2018-06-26_pr_2101,macports/macports-ports,pr,,3,4,3,
amber_2018-06-28_pr_97,amberframework/docs,pr,,3,4,2,
amber_2018-07-05_issue_211,crystal-lang/shards,issue,,3,41,3,
amber_2018-07-06_issue_2355,sass/node-sass,issue,,3,22,2,
amber_2018-07-11_pr_564,amberframework/amber,pr,,3,88,5,
amber_2018-07-16_pr_242,amberframework/granite,pr,,3,24,5,
amber_2018-07-17_pr_255,amberframework/granite,pr,,3,7,2,
amber_2018-07-18_issue_223,amberframework/granite,issue,,3,12,2,
amber_2018-07-19_issue_257,amberframework/granite,pr,,3,34,4,
amber_2018-07-19_pr_249,amberframework/granite,pr,,3,34,4,
amber_2018-07-19_pr_257,amberframework/granite,pr,,3,34,4,
amber_2018-07-23_pr_917,amberframework/amber,pr,,3,14,4,
amber_2018-07-27_issue_919,amberframework/amber,issue,,3,9,4,
amber_2018-08-14_artifact_927,amberframework/amber,issue,,3,9,3,
amber_2018-08-15_issue_928,amberframework/amber,issue,,3,4,3,
amber_2018-08-18_artifact_930,amberframework/amber,pr,,3,18,2,
amber_2018-08-18_artifact_931,amberframework/amber,pr,,3,36,5,
amber_2018-08-19_artifact_931,amberframework/amber,pr,,3,4,2,
amber_2018-08-24_artifact_938,amberframework/amber,issue,,3,11,4,
amber_2018-08-24_issue_938,amberframework/amber,issue,,3,11,4,
amber_2018-08-28_pr_4020,techempower/frameworkbenchmarks,pr,,3,5,2,
amber_2018-08-29_issue_62,crystal-lang/crystal-mysql,issue,,3,16,3,
amber_2018-08-29_pr_270,amberframework/granite,pr,,3,12,2,
amber_2018-08-29_pr_277,amberframework/granite,pr,,3,21,4,
amber_2018-08-30_pr_4020,techempower/frameworkbenchmarks,pr,,3,3,2,
amber_2018-09-04_issue_5,mosquito-cr/mosquito,issue,,3,17,2,
amber_2018-09-12_issue_943,amberframework/amber,issue,,3,17,4,
amber_2018-09-19_issue_166,imdrasil/jennifer.cr,issue,,3,13,2,
amber_2018-09-19_pr_20,amberframework/recipes,pr,,3,13,3,
amber_2018-09-27_artifact_866,amberframework/amber,pr,,3,6,2,
amber_2018-10-11_issue_476,amberframework/amber,issue,,3,14,3,
amber_2018-10-11_issue_6406,crystal-lang/crystal,issue,,3,20,3,
amber_2018-10-15_pr_290,amberframework/granite,pr,,3,28,3,
amber_2018-10-17_artifact_152,amberframework/granite,issue,,3,52,4,
amber_2018-10-17_issue_152,amberframework/granite,issue,,3,52,4,
amber_2018-10-26_pr_301,amberframework/granite,pr,,3,78,4,
amber_2018-10-29_pr_305,amberframework/granite,pr,,3,11,3,
amber_2018-11-14_issue_238,amberframework/granite,issue,,3,4,2,
amber_2018-11-29_issue_7000,crystal-lang/crystal,issue,,2,5,2,
amber_2018-12-02_issue_958,amberframework/amber,issue,,2,4,2,
amber_2018-12-06_issue_7149,crystal-lang/crystal,issue,,3,6,3,
amber_2018-12-06_pr_632,the-benchmarker/web-frameworks,pr,,3,4,2,
amber_2018-12-08_pr_27,crystal-lang/crystal-db,pr,,2,7,4,
amber_2018-12-14_pr_3882,crystal-lang/crystal,pr,,3,7,3,
amber_2018-12-14_pr_865,amberframework/amber,pr,,2,10,2,
amber_2018-12-17_issue_238,amberframework/granite,issue,,3,7,2,
amber_2018-12-30_pr_1009,amberframework/amber,pr,,3,8,3,
amber_2019-01-01_issue_5,docelic/fluence,issue,,2,13,3,
amber_2019-01-03_issue_555,amberframework/amber,issue,,2,7,3,
amber_2019-01-07_issue_7000,crystal-lang/crystal,issue,,3,145,3,
amber_2019-01-07_pr_1027,amberframework/amber,pr,,3,19,3,
amber_2019-01-08_issue_6875,crystal-lang/crystal,issue,,3,5,2,
amber_2019-01-08_issue_731,amberframework/amber,issue,,3,36,2,
amber_2019-01-30_pr_136,amberframework/docs,pr,,3,20,3,
amber_2019-02-20_artifact_1068,amberframework/amber,pr,,3,27,2,
amber_2019-02-26_issue_1074,amberframework/amber,issue,,3,16,2,
amber_2019-02-28_issue_232,crecto/crecto,issue,,3,17,2,
amber_2019-03-13_artifact_315,amberframework/granite,pr,,3,13,2,
amber_2019-03-13_issue_315,amberframework/granite,pr,,3,17,4,
amber_2019-03-13_pr_1027,amberframework/amber,pr,,3,17,4,
amber_2019-03-13_pr_315,amberframework/granite,pr,,3,17,4,
amber_2019-04-02_issue_1089,amberframework/amber,issue,,3,24,2,
amber_2019-04-12_issue_6875,crystal-lang/crystal,issue,,3,11,2,
amber_2019-04-14_pr_149,amberframework/docs,pr,,3,13,2,
amber_2019-04-19_pr_39026,homebrew/homebrew-core,pr,,3,5,3,
amber_2019-05-06_issue_995,amberframework/amber,issue,,3,58,2,
amber_2019-05-06_pr_1096,amberframework/amber,pr,,3,54,2,
amber_2019-05-07_pr_1096,amberframework/amber,pr,,3,11,2,
amber_2019-05-07_pr_335,crystal-lang/crystal-book,pr,,2,5,2,
amber_2019-06-04_issue_6875,crystal-lang/crystal,issue,,3,10,2,
amber_2019-06-10_issue_1118,amberframework/amber,issue,,3,6,2,
amber_2019-07-10_pr_16,amberframework/garnet-spec,pr,,3,21,3,
amber_2019-07-11_pr_1090,amberframework/amber,pr,,3,17,3,
amber_2019-08-14_issue_1129,amberframework/amber,issue,,3,35,4,
amber_2019-09-14_issue_1136,amberframework/amber,issue,,3,11,2,
amber_2019-09-17_issue_361,amberframework/granite,issue,,3,51,2,
amber_2019-09-17_pr_359,amberframework/granite,pr,,3,55,2,
amber_2019-09-23_pr_1139,amberframework/amber,pr,,3,70,2,
amber_2019-09-26_issue_365,amberframework/granite,issue,,3,66,2,
amber_2019-09-27_issue_365,amberframework/granite,issue,,3,30,3,
amber_2019-09-27_pr_1143,amberframework/amber,pr,,3,4,2,
amber_2019-10-03_issue_34,athena-framework/athena,issue,,2,99,4,
amber_2019-10-03_pr_1149,amberframework/amber,pr,,3,7,2,
amber_2019-10-30_issue_358,amberframework/granite,issue,,3,24,5,
appium_2014-11-19_issue_3900,appium/appium,issue,,3,4,2,
appium_2014-12-11_issue_4199,appium/appium,issue,,3,23,3,
appium_2015-02-02_issue_3180,appium/appium,issue,,3,63,2,
appium_2015-03-02_issue_1702,appium/appium,issue,,2,24,2,
appium_2015-03-11_issue_4695,appium/appium,issue,,3,47,3,
appium_2015-03-18_issue_943,appium/appium,issue,,3,58,3,
appium_2015-04-01_issue_4833,appium/appium,issue,,3,10,3,
appium_2015-04-09_issue_4844,appium/appium,issue,,3,16,5,
appium_2015-04-14_issue_4701,appium/appium,issue,,3,4,2,
appium_2015-05-07_issue_193,appium/java-client,issue,,3,12,3,
appium_2015-05-28_issue_5170,appium/appium,issue,,3,23,3,
appium_2015-06-02_issue_3784,appium/appium,issue,,3,7,2,
appium_2015-06-11_issue_5244,appium/appium,issue,,3,28,4,
appium_2015-06-11_issue_90,appium/dotnet-client,issue,,3,20,3,
appium_2015-09-23_issue_5617,appium/appium,issue,,3,37,5,
appium_2015-10-05_issue_90,appium/java-client,issue,,3,7,2,
appium_2015-10-06_issue_5556,appium/appium,issue,,3,5,2,
appium_2015-10-14_issue_273,appium/appium,issue,,3,20,4,
appium_2015-11-05_issue_273,appium/appium,issue,,3,21,3,
appium_2015-12-08_issue_5054,appium/appium,issue,,3,12,2,
appium_2015-12-18_issue_1678,appium/appium,issue,,3,9,2,
appium_2016-04-04_issue_6334,appium/appium,issue,,3,10,2,
appium_2016-04-07_issue_6377,appium/appium,issue,,3,89,6,
appium_2016-04-28_issue_4772,appium/appium,issue,,3,77,6,
appium_2016-05-31_issue_6461,appium/appium,issue,,3,58,5,
appium_2016-06-28_issue_6550,appium/appium,issue,,2,8,2,
appium_2016-07-22_issue_4479,appium/appium,issue,,2,4,3,
appium_2016-09-12_issue_4597,appium/appium,issue,,3,5,2,
appium_2016-10-25_issue_160,google/ios-webkit-debug-proxy,issue,,2,21,3,
appium_2016-10-26_issue_6864,appium/appium,issue,,3,34,5,
appium_2016-12-07_issue_4395,appium/appium,issue,,2,27,3,
appium_2016-12-12_issue_7353,appium/appium,issue,,3,15,5,
appium_2016-12-24_issue_7510,appium/appium,issue,,3,8,2,
appium_2016-12-28_issue_421,appium/java-client,issue,,3,22,3,
appium_2017-01-30_issue_7587,appium/appium,issue,,3,13,3,
appium_2017-02-17_issue_7066,appium/appium,issue,,3,10,2,
appium_2017-02-27_issue_7348,appium/appium,issue,,3,18,3,
appium_2017-03-20_issue_156,microsoft/winappdriver,issue,,3,47,6,
appium_2017-03-30_pr_9942,facebook/react-native,pr,,2,4,2,
appium_2017-04-24_issue_5925,appium/appium,issue,,3,7,3,
appium_2017-04-27_issue_1104,react-native-maps/react-native-maps,issue,,2,22,3,
appium_2017-05-03_issue_1,naveenthiyagarajan/logs,issue,,3,51,5,
appium_2017-05-11_pr_435,appium/appium-xcuitest-driver,pr,,3,38,3,
appium_2017-05-30_issue_480,facebookarchive/webdriveragent,issue,,3,65,3,
appium_2017-05-30_issue_7829,appium/appium,issue,,3,104,3,
appium_2017-05-30_issue_8454,appium/appium,issue,,2,121,3,
appium_2017-06-05_artifact_8084,appium/appium,issue,,2,9,2,
appium_2017-06-05_issue_8084,appium/appium,issue,,2,9,2,
appium_2017-06-06_issue_8084,appium/appium,issue,,2,8,3,
appium_2017-07-06_issue_613,facebookarchive/webdriveragent,issue,,2,6,3,
appium_2017-07-13_issue_8847,appium/appium,issue,,3,41,7,
appium_2017-07-20_issue_2840,angular/protractor,issue,,3,8,3,
appium_2017-09-12_issue_712,facebookarchive/webdriveragent,issue,,3,19,5,
appium_2017-09-12_issue_9020,appium/appium,issue,,2,19,5,
appium_2017-10-05_issue_4597,appium/appium,issue,,3,8,3,
appium_2017-10-10_issue_9422,appium/appium,issue,,3,8,3,
appium_2017-11-14_issue_9560,appium/appium,issue,,3,11,2,
appium_2018-01-11_issue_140,selendroid/selendroid,issue,,3,4,2,
appium_2018-02-01_issue_7283,appium/appium,issue,,3,26,2,
appium_2018-02-26_artifact_4395,appium/appium,issue,,2,49,5,
appium_2018-02-26_issue_4395,appium/appium,issue,,2,49,5,
appium_2018-02-26_issue_9340,appium/appium,issue,,3,49,5,
